Ingr,Match,Score
orange honey,honey,0.7071067811865475
roast,roast beef sandwich,0.5773502691896258
dessert shortcake shells,gelatin dessert,0.40824829046386296
Chinese lo mein noodles,"lo mein, meatless",0.5773502691896258
– 2 turns of the pan,cream of rye,0.2581988897471611
Chocolate covered toffee bars,"toffee, chocolate covered",0.5773502691896258
from a roasted bird,"chicken wing, baked, broiled, or roasted, from raw",0.35355339059327373
juice from 1 lime,"lime juice, 100%, freshly squeezed",0.4472135954999579
anise extract,yeast extract spread,0.40824829046386296
jerk seasoning paste,wasabi paste,0.40824829046386296
fish fumet,fish chowder,0.4999999999999999
knuckle bones,"pork, neck bones, cooked",0.35355339059327373
chicken or beef stock,turkey or chicken and beef sausage,0.6123724356957946
raspberry brandy,brandy,0.7071067811865475
limeade frozen concentrate,"frozen daiquiri mix, from frozen concentrate, reconstituted",0.5773502691896257
Corn tortilla chips,"tortilla chips, flavored",0.6666666666666667
chocolate frosting,"fudge, chocolate, chocolate-coated",0.5773502691896258
tomatoes from a jar,"tomatoes, for use on a sandwich",0.4082482904638631
outside green celery stalks,"celery, raw",0.35355339059327373
teriyaki-style deli chicken,chicken or turkey with teriyaki,0.4472135954999579
Portobello mushroom caps,"mushroom soup, nfs",0.33333333333333337
fat cap intact,"potato, canned, fat added, ns as to fat type",0.3481553119113957
picholine and cerignola olives,"olives, stuffed",0.35355339059327373
Thai bird chili,tomato chili sauce,0.33333333333333337
from about 3 pounds chicken breasts,"chicken nuggets, from frozen",0.4082482904638631
peanut brittle,peanut brittle,0.9999999999999998
pineapple flavored gelatin,gelatin dessert,0.40824829046386296
chicken roasters,"chicken, chicken roll, roasted",0.5773502691896258
arbol chile,"enchilada with meat, red-chile or enchilada sauce",0.22360679774997896
BBQ spice blend,"cheese, mexican blend",0.33333333333333337
Rolled fondant street sign,fondant,0.5
sausage or hoagie rolls,turkey or chicken sausage,0.5
from approximately 4 large mangoes,"cheeseburger, from fast food, 1 large patty",0.33806170189140655
ginger soda,"bread, irish soda",0.40824829046386296
multi-grain panko breadcrumbs,"muffin, whole grain",0.2886751345948129
soft flour tortilla,"tortilla, flour",0.8164965809277259
wild leeks,"goose, wild, roasted",0.40824829046386296
construction paper,rice paper,0.4999999999999999
lemon pudding mix,"pudding, tapioca, made from dry mix",0.47140452079103173
Fish sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
from leftover roast turkey,"turkey, ground",0.35355339059327373
rose citrus vermouth,"wine, table, rose",0.33333333333333337
confetti sprinkles,chocolate-flavored sprinkles,0.40824829046386296
short-grain sushi rice,rice pilaf,0.35355339059327373
apple wedge,"crisp, apple, apple dessert",0.5773502691896258
head,head cheese,0.7071067811865475
Chocolate wafer cookies,"cookie, vanilla wafer",0.33333333333333337
Garlic and Parsley Vinaigrette,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
Peruvian purple potatoes,stewed potatoes,0.40824829046386296
tater tots,"potato tots, school",0.40824829046386296
blackseedless grapes,"grapes, raw",0.4999999999999999
from a small bunch,"cheeseburger, from fast food, 1 small patty",0.3779644730092272
and garlic injection sauce,garlic sauce,0.7071067811865475
baby gherkins,baby ruth,0.4999999999999999
California red seedless grapes,"sangria, red",0.35355339059327373
rotini pasta,flavored pasta,0.4999999999999999
potato sticks,"potato sticks, flavored",0.8164965809277259
regular chicken,"chicken, chicken roll, roasted",0.5773502691896258
loaf of walnut bread,"bread, potato",0.35355339059327373
orange liqueur,"orange, raw",0.4999999999999999
Peanut or veggie oil,"oil or table fat, nfs",0.4472135954999579
napa cabbage,"cabbage, chinese, raw",0.40824829046386296
baby kale salad mix,"snack mix, plain (chex mix)",0.3779644730092272
tin pineapple,"pineapple, frozen",0.4999999999999999
whole-grain bread cubes,"bread, whole grain white",0.75
Ciabatta bread,"bread, potato",0.4999999999999999
ice cream scoop,ice cream cake,0.6666666666666667
distilled white vinegar,vinegar,0.5773502691896258
beer-extract powder,beer,0.5773502691896258
maraschino liqueur,"cherries, maraschino",0.4999999999999999
lemon-pepper,"lemon, raw",0.4999999999999999
minute tapioca,"pudding, tapioca, ready-to-eat",0.31622776601683794
spring roll wrap,"roll, cheese",0.40824829046386296
batter ingredients,"cake batter, raw, chocolate",0.35355339059327373
Miso and Plum Sauce,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
Baby spinach leaves,"spinach, creamed",0.40824829046386296
Pete's American BBQ,reese's sticks,0.2886751345948129
Parmigiano-Reggiano cheese,"cheese, processed cheese food",0.47140452079103173
Candied cherries,"cherries, canned",0.4999999999999999
mushroom caps,"mushroom soup, nfs",0.40824829046386296
veal cutlets,veal marsala,0.4999999999999999
Jersey pork roll,"pork roll, cured, fried",0.5773502691896258
butter beans,"butter, nfs",0.4999999999999999
vegetarian chicken soup base,"chicken soup, baby food",0.5
curry spice,chicken curry,0.4999999999999999
Hot-pepper vinegar,vinegar,0.5773502691896258
chocolate pudding and pie filling,"pie, pudding, flavors other than chocolate",0.5477225575051661
hot red chile,"sangria, red",0.40824829046386296
Poppy seed buns,poppy seed dressing,0.33333333333333337
jumbo hot dogs,frankfurters or hot dogs and sauerkraut,0.47140452079103173
fermented chile paste,wasabi paste,0.40824829046386296
almond or vanilla flavored Italian biscotti,"soft drink, cola, fruit or vanilla flavored",0.4629100498862757
pickled peppers,"peppers, pickled",0.9999999999999998
chocolate sauce,"fudge, chocolate, chocolate-coated",0.5773502691896258
from brewed coffee,"coffee, brewed",0.8164965809277259
flake salt,"salt pork, cooked",0.40824829046386296
hemp milk,coconut milk,0.4999999999999999
mustard oil,mustard,0.7071067811865475
red food coloring,"sangria, red",0.40824829046386296
roman beans,"beans, nfs",0.4999999999999999
white or yellow cake mix,"cake or cupcake, yellow, with icing or filling",0.5656854249492379
regular sea salt,"applesauce, regular",0.40824829046386296
dried chile,"tamarind, dried",0.4999999999999999
baby red bliss potatoes,"potatoes, baby food, toddler",0.5
pineapple rings in syrup,"pineapple, canned, in syrup",0.75
jalapeno chile pepper,stuffed jalapeno pepper,0.6666666666666667
from the deli,"lentils, from canned",0.33333333333333337
rye whisky,"bread, rye",0.4999999999999999
chipotle pepper in adobo sauce,hot pepper sauce,0.5163977794943222
Chocolate Cake recipe,"biscuit, home recipe",0.33333333333333337
spicy salami,"salami, nfs",0.4999999999999999
blades chives,"chives, raw",0.4999999999999999
Truvia® natural sweetener,agave liquid sweetener,0.33333333333333337
poundsrusset potatoes,stewed potatoes,0.4999999999999999
baby shiitake mushrooms,"mushrooms, raw",0.40824829046386296
Asian chile-garlic sauce,garlic sauce,0.7071067811865475
fancy black or green olives,"olives, green",0.6324555320336759
canola-olive oil blend,canola oil,0.7071067811865475
short ribs,"beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal",0.42640143271122083
chili-garlic paste,wasabi paste,0.40824829046386296
baby portabellos,baby ruth,0.4999999999999999
wild salmon fillets,"salmon, smoked",0.40824829046386296
orange blossom water,orange blossom,0.8164965809277259
from 1 large head,"cheeseburger, from fast food, 1 large patty",0.5669467095138409
Vinagreta de Ajo Tostado,"salsa, pico de gallo",0.25
Roasted Green Chile sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.36380343755449945
from 1/2 a large lemon,"cheeseburger, from fast food, 1 large patty",0.4629100498862757
salmon,"salmon, smoked",0.7071067811865475
fat,"potato, canned, fat added, ns as to fat type",0.6030226891555273
beef sirloin tip,beef jerky,0.40824829046386296
cherries in natural juices,"cherries, canned",0.35355339059327373
Italian-style cooked sausages,"green beans, cooked, szechuan-style",0.4472135954999579
pork medallions,pork sausage,0.4999999999999999
maraschino cherries,"cherries, maraschino",0.9999999999999998
vidalia onions,"onions, raw",0.4999999999999999
coconut puree,coconut milk,0.4999999999999999
baked thin pizza crust,"pizza, extra cheese, thin crust",0.6708203932499369
Fugi apple,"crisp, apple, apple dessert",0.5773502691896258
puffed pastry,"pastry, puff",0.4999999999999999
plus juice,"fruit juice blend, 100% juice",0.5345224838248487
French butter,"butter, nfs",0.4999999999999999
whole wheat bread crumbs,"bread, whole wheat",0.8660254037844387
hard salami,"salami, nfs",0.4999999999999999
California seedless grapes,"grapes, raw",0.40824829046386296
from about 5 large eggs,"cheeseburger, from fast food, 1 large patty",0.33806170189140655
Italian chicken sausage links,pork sausage rice links,0.5
half-smokes,"cream, half and half",0.5773502691896258
cayenne powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
saltine crumbs,"crackers, saltine",0.4999999999999999
zesty herb salad dressing mix,"cobb salad, no dressing",0.4472135954999579
from about 3 sprigs,"lentils, from canned",0.2886751345948129
jelly,"jelly sandwich, regular jelly, nfs",0.7559289460184544
California chile pods,"enchilada with meat, red-chile or enchilada sauce",0.18257418583505536
Pumpkin seed praline,poppy seed dressing,0.33333333333333337
pork bacon slab,"pork bacon, smoked or cured, cooked",0.47140452079103173
baby creamer potatoes,"potatoes, baby food, toddler",0.5773502691896258
black-currant juice,"fruit juice blend, 100% juice",0.4364357804719848
a mixture of cashews and raisins,raisins,0.4082482904638631
apricot nectar,apricot nectar,0.9999999999999998
whole wheat pita bread,"bread, pita, whole wheat",1.0
Vidalia or,"cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.4866642633922875
strawberry or raspberry fruit leather,fruit leather and fruit snacks candy,0.4743416490252569
whole-wheat or multi-grain tortillas,"bread, french or vienna, whole wheat",0.5000000000000001
chocolate-hazelnut spread,"topping, chocolate flavored hazelnut spread",0.7745966692414834
soft artisan rolls,pizza rolls,0.40824829046386296
capers in brine,vegetables in pastry,0.33333333333333337
demerara sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
raclette cheese,"cheese, processed cheese food",0.5773502691896258
Alaska cod,cape cod,0.4999999999999999
kalamata olive spread,sandwich spread,0.40824829046386296
salmon roe caviar,"salmon, smoked",0.40824829046386296
prepared pancake mix,"cornbread, prepared from mix",0.5773502691896258
Hawaiian hamburger buns,hamburger (mcdonalds),0.40824829046386296
garlic bread,"garlic bread, nfs",0.8164965809277259
banana bakery emulsion,banana split,0.40824829046386296
Loaf of crusty bread,"bread, potato",0.35355339059327373
banana chunks,banana split,0.4999999999999999
ginger flavored simple syrup,simple syrup,0.7071067811865475
shortening oil,cottonseed oil,0.4999999999999999
saffron tea,"tea, hot, hibiscus",0.40824829046386296
vegetable oil spray,"vegetable oil, nfs",0.6666666666666667
Cracked ice,italian ice,0.4999999999999999
wine cooler,wine cooler,0.9999999999999998
Maker's Mark,reese's sticks,0.33333333333333337
ahi tuna fillet,"vegetarian, fillet",0.40824829046386296
from a white fleshed fish,"bread, white, made from home recipe or purchased at a bakery",0.40451991747794525
chuck/stew beef,"beef stew with potatoes, gravy",0.5163977794943222
Waxed paper,rice paper,0.4999999999999999
Olive oil,cottonseed oil,0.4999999999999999
Irish breakfast tea,breakfast tart,0.40824829046386296
Chihuahua cheese,"cheese, processed cheese food",0.5773502691896258
Caramel syrup,blueberry syrup,0.4999999999999999
whole wheat or multi-grain hamburger bun,"roll, whole wheat, hamburger bun",0.6761234037828131
trout fillets,"trout, smoked",0.4999999999999999
Idaho potato,"bread, potato",0.4999999999999999
self-rising flour,"tortilla, flour",0.40824829046386296
Chinese sausage,pickled sausage,0.4999999999999999
from about 11 oranges,"lentils, from canned",0.2886751345948129
cavatappi corkscrew shaped hallow pasta,flavored pasta,0.31622776601683794
On hero rolls,pizza rolls,0.40824829046386296
Chile oil,cottonseed oil,0.4999999999999999
garden vegetable risotto mix,"vegetable soup, made from dry mix",0.4082482904638631
chickpeas,"chickpeas, nfs",0.7071067811865475
Roma (plum) tomatoes,"tomatoes, scalloped",0.40824829046386296
Spice mix,"snack mix, plain (chex mix)",0.5345224838248487
Paper drink umbrellas,energy drink,0.40824829046386296
Chicken base,vanilla wafer dessert base,0.35355339059327373
Pretzel salt,"salt pork, cooked",0.40824829046386296
gourmet popcorn,"popcorn, nfs",0.4999999999999999
Velveeta cheese,"cheese, processed cheese food",0.5773502691896258
Zest of a lemon,"lemon, raw",0.35355339059327373
frozen puff pasty,"blueberries, frozen",0.40824829046386296
Progresso® Italian style panko crispy bread crumbs,"bread, lard, puerto rican style",0.33806170189140655
flavorful apples,"apples, baby food, toddler",0.35355339059327373
loaf baguette,salmon loaf,0.4999999999999999
Portobello mushrooms,"mushrooms, raw",0.4999999999999999
bell peppers,"peppers, pickled",0.4999999999999999
mixed peppercorns,mixed seeds,0.4999999999999999
Warm corn tortillas,corn oil,0.40824829046386296
soft sandwich rolls,pastrami sandwich,0.40824829046386296
Torani syrup,blueberry syrup,0.4999999999999999
Cheddar/Jack cheese blend,"cheese, mexican blend",0.5773502691896258
tri tip roast,roast beef sandwich,0.33333333333333337
beef and Cheddar brats,beef and broccoli,0.5773502691896258
moist yellow cake mix,"cake, fruit cake, light or dark, holiday type cake",0.3872983346207417
lemon zest twist,"lemon, raw",0.40824829046386296
sriracha hot sauce,hot pepper sauce,0.6666666666666667
black and green olives,"olives, green",0.7071067811865475
Southern whiskey,whiskey,0.7071067811865475
chocolate covered candies,"fondant, chocolate covered",0.6666666666666667
Vegetable stock,"fish stock, home recipe",0.35355339059327373
venison stew meat,vegetable stew without meat,0.5773502691896258
lemon/lime soda,"lime, raw",0.40824829046386296
toasted oats cereal,"cereal, toasted oat",0.6666666666666667
jalapeno Jack cheese,"cheese, processed cheese food",0.47140452079103173
sesame powder,sesame oil,0.4999999999999999
chocolate-wafer cookie crumbs,"cookie, chocolate wafer",0.8660254037844387
whole wheat naan,"bagel, whole wheat",0.6666666666666667
watermelon rum,rum,0.7071067811865475
bay shrimp,shrimp scampi,0.4999999999999999
shoulder lamb chops,"lamb, shoulder chop, cooked, lean only eaten",0.4364357804719848
rice vinegar,vinegar,0.7071067811865475
mocha paste,wasabi paste,0.4999999999999999
Merlot wine,"wine, light",0.4999999999999999
applewood bacon,bacon bits,0.4999999999999999
strips turkey bacon,"turkey bacon, cooked",0.6666666666666667
"Vinegar, rice wine","wine, rice",0.8164965809277259
beef rump,beef jerky,0.4999999999999999
Pecorino cheese,"cheese, processed cheese food",0.5773502691896258
from a block,"bread, white, made from home recipe or purchased at a bakery",0.3481553119113957
chocolate cake crumbs,"cake, sponge, chocolate",0.6666666666666667
prune,"prune, dried",0.7071067811865475
in water,"green banana, cooked in salt water",0.5773502691896258
julienne fennel,"fennel bulb, raw",0.40824829046386296
pomegranate martini,martini,0.7071067811865475
cascabel chile,"enchilada with meat, red-chile or enchilada sauce",0.22360679774997896
rose sparkling wine,"wine, table, rose",0.6666666666666667
baby Yukon gold,baby ruth,0.40824829046386296
Whole-wheat naan bread,"bread, puri, wheat",0.5773502691896258
Italian bread loaf,"bread, potato",0.40824829046386296
stale white sandwich bread,"bread, white",0.7071067811865475
lamb meat,"knish, meat",0.4999999999999999
64-percent dark chocolate,"chocolate, sweet or dark",0.5
Hummus Sandwich recipe,"biscuit, home recipe",0.33333333333333337
Lemon-pepper seasoning,pepper steak,0.40824829046386296
Vanilla vodka,vodka,0.7071067811865475
dark stout beer,beer,0.5773502691896258
Bottled ranch dressing,creamy dressing,0.40824829046386296
Chinese parsley leaves,"parsley, raw",0.40824829046386296
kettle-cooked potato chips,sweet potato chips,0.5773502691896258
from 1 small clove,"cheeseburger, from fast food, 1 small patty",0.5669467095138409
Italian-style bread crumbs,"bread, lard, puerto rican style",0.4472135954999579
loaf banana bread,"bread, potato",0.40824829046386296
Italian green frying peppers,"peppers, green, cooked",0.5773502691896258
Guacamole flavor,"caramel, flavor other than chocolate",0.31622776601683794
sandwich bread,"tuna salad sandwich, on bread",0.6324555320336759
Spanish style beef and rice,"beef and rice soup, puerto rican style",0.6761234037828131
Sweet and sour mix,sweet and sour pork,0.5
raspberry sorbet,sorbet,0.7071067811865475
chocolate graham cracker crumbs,"cookie, graham cracker with chocolate and marshmallow",0.5669467095138409
miso,miso,1.0
balsamic vinaigrette,"tortellini, cheese-filled, meatless, with vinaigrette dressing",0.26726124191242434
fast-acting yeast,yeast,0.5773502691896258
carrot reduction,"muffin, carrot",0.4999999999999999
store-bought angel food cake,"cake, angel food, without icing or filling",0.5070925528371099
Rachel McBride's Whole Wheat Dough,reese's sticks,0.23570226039551587
spring mixed greens,"mixed salad greens, raw",0.5773502691896258
beef),beef jerky,0.7071067811865475
Sicilian green olives,"olives, green",0.8164965809277259
baby new or fingerling potatoes,"potatoes, baby food, toddler",0.4472135954999579
pepperoncini liquid,"yogurt, liquid",0.4999999999999999
"ice cream ""sugar"" cones",ice cream cake,0.5773502691896258
vinegar,vinegar,1.0
tangerine juice,"tangerine juice, 100%",0.8164965809277259
commercial chicken stock,"chicken, chicken roll, roasted",0.47140452079103173
plain graham crackers,graham crackers,0.8164965809277259
beef kidney fat,"gravy, beef, fat free",0.5773502691896258
collards,"collards, raw",0.7071067811865475
Oaxaca cheese,"cheese, processed cheese food",0.5773502691896258
Oyster crackers,"crackers, multigrain",0.4999999999999999
plain popcorn,"popcorn chips, plain",0.8164965809277259
Tabasco sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
marinara meat sauce,"ravioli, meat-filled, with tomato sauce or meat sauce",0.6405126152203486
beef medallions,beef jerky,0.4999999999999999
dry roasted peanuts,"peanuts, dry roasted, unsalted",0.8660254037844387
Neely's Barbecue Sauce,reese's sticks,0.2886751345948129
plain vanilla,"muffin, plain",0.4999999999999999
baby mixed organic greens,"mixed salad greens, raw",0.5
apricot jelly,"jelly sandwich, regular jelly, nfs",0.5345224838248487
tamarind paste,tamarind,0.7071067811865475
fire roasted tomatoes,"tomatoes, scalloped",0.40824829046386296
hamburger meat,hamburger (mcdonalds),0.4999999999999999
chunk white chicken,"chicken, chicken roll, roasted",0.47140452079103173
candy,date candy,0.7071067811865475
shoulder,"lamb, shoulder chop, cooked, lean only eaten",0.3779644730092272
quick cook polenta,"coffee cake, crumb or quick-bread type",0.2182178902359924
Sparkling rose wine,"wine, table, rose",0.6666666666666667
masala powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
mustard,mustard,1.0
Lime juice,"fruit juice blend, 100% juice",0.5345224838248487
pomegranate arils,"pomegranate, raw",0.4999999999999999
pot roast,"tongue pot roast, puerto rican style",0.5773502691896258
Rome Beauty apples,"apples, baby food, toddler",0.2886751345948129
anise liqueur,liqueur with cream,0.40824829046386296
Garlic and Herb Sauce Mix,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
loaf thin sandwich bread,"tuna salad sandwich, on bread",0.4472135954999579
tea twigs,"tea, hot, hibiscus",0.40824829046386296
ranch dip,"ranch dip, regular",0.8164965809277259
sourdough hard pretzels,"pretzels, hard, multigrain",0.6666666666666667
fire-roasted peppers and onion blend,"sausage and peppers, no sauce",0.3651483716701107
creamy tomato sauce mix,tomato chili sauce,0.5773502691896258
tarragon leaves,"taro leaves, cooked",0.40824829046386296
Terra chips in Yukon Gold Onion and Garlic flavor,vegetables and cheese in pastry,0.29814239699997197
prosciutto*(See,"ham, prosciutto",0.4999999999999999
ham steaks,ham stroganoff,0.4999999999999999
ciabatta bread,"bread, potato",0.4999999999999999
fish cream sauce,fish sauce,0.8164965809277259
Horseradish mustard,mustard,0.7071067811865475
chicken paillards,"chicken, chicken roll, roasted",0.5773502691896258
chicken-apple sausage meat,"chicken, canned, meat only",0.5
eggplant spread,"eggplant, raw",0.4999999999999999
French brie,"cheese, brie",0.4999999999999999
dill seed,"pickles, dill",0.4999999999999999
Vanilla ice cream,ice cream cake,0.6666666666666667
whole cherry jam,"milk, whole",0.40824829046386296
cocktail franks,"cocktail, nfs",0.4999999999999999
Hawaiian roll,"roll, cheese",0.4999999999999999
Celery leaves,"taro leaves, cooked",0.40824829046386296
ribs,"goat ribs, cooked",0.5773502691896258
pork and veal combined,pork and beans,0.5773502691896258
from 2 sprigs,"double hamburger, from fast food, 2 medium patties",0.40824829046386296
lemon gelatin,gelatin dessert,0.4999999999999999
Tony Chachere's seasoning,reese's sticks,0.2886751345948129
Parmesan-parsley pork sausage,pork sausage,0.7071067811865475
Coconut water,"water, bottled, flavored (propel water)",0.5345224838248487
French Pullman bread,"bread, potato",0.40824829046386296
baby brie,baby ruth,0.4999999999999999
New Mexico chile pepper,pepper steak,0.35355339059327373
lamb porterhouse chops,"lamb hocks, cooked",0.33333333333333337
pizza stone,dessert pizza,0.4999999999999999
hot dog bun,"roll, white, hot dog bun",0.7745966692414834
original corn chips,"corn chips, flavored",0.6666666666666667
tomato-vegetable juice cocktail,tomato juice cocktail,0.8660254037844387
California blue-black seedless grapes,"bread, black",0.31622776601683794
dry milk powder,"coffee substitute, dry powder",0.5773502691896258
emmentaler cheese,"cheese, processed cheese food",0.5773502691896258
Italian sausage link,pickled sausage,0.40824829046386296
baking cocoa,"cocoa powder, not reconstituted",0.35355339059327373
chocolate mint cookies,"fudge, chocolate, chocolate-coated",0.47140452079103173
Thai pepper powder,pepper steak,0.40824829046386296
from shrimp,"shrimp, coated, fried, from fast food / restaurant",0.5345224838248487
mandarin orange,"orange, raw",0.4999999999999999
vegetable oil,"vegetable oil, nfs",0.8164965809277259
fruit preserves,"fruit, pickled",0.4999999999999999
juice reserved from canned lychee fruit,"fruit cocktail, canned, juice pack",0.5477225575051661
Leftover turkey gravy,turkey with gravy,0.6666666666666667
Dijon dressing,creamy dressing,0.4999999999999999
Russian dressing,creamy dressing,0.4999999999999999
from 4 large limes,"cheeseburger, from fast food, 1 large patty",0.3779644730092272
Roma tomato water,"tomato beef soup, prepared with water",0.47140452079103173
ground round,"chicken, ground",0.4999999999999999
Caesar salad dressing,"cobb salad, no dressing",0.5773502691896258
serrano ham,ham stroganoff,0.4999999999999999
reduced-fat non-dairy whipped topping,"whipped topping, fat free",0.6123724356957946
olive oil-packed tuna,olive oil,0.7071067811865475
pumpkin quick bread mix,"bread, pumpkin",0.7071067811865475
vegetable or other light oil,"vegetable oil, nfs",0.5163977794943222
leftover from Sage and Mushroom Stuffing,topping from meat and vegetable pizza,0.33333333333333337
lentils,"lentils, nfs",0.7071067811865475
honey-Dijon mustard,honey mustard dip,0.6666666666666667
mahi mahi steak,steak teriyaki,0.31622776601683794
Dipping sauces,"chicken ""wings"" with other sauces or seasoning, from precooked",0.2357022603955158
spinach fusilli pasta,"spinach, creamed",0.40824829046386296
from 3 ears corn,"corn, cooked, from restaurant",0.5
French feta cheese,"cheese, feta",0.8164965809277259
Cornmeal crust,"pie, pear, two crust",0.35355339059327373
plain lasagna noodles,"muffin, plain",0.40824829046386296
cascabel chile puree,"enchilada with meat, red-chile or enchilada sauce",0.18257418583505536
soy protein,"nutritional powder mix, protein, soy based, nfs",0.5345224838248487
crab juices,crab imperial,0.4999999999999999
puffed rice cereal,"cereal, puffed rice",1.0000000000000002
flake coconut,coconut milk,0.4999999999999999
French roll baguettes,"roll, cheese",0.40824829046386296
julienne cucumber,"cucumber, raw",0.4999999999999999
cocktail peanuts,"peanuts, nfs",0.4999999999999999
orange emulsion,"orange, raw",0.4999999999999999
vadouvan or Madras curry powder,chicken curry,0.31622776601683794
Bread and Butter Pickles,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
kettle cooked potato chips,sweet potato chips,0.5773502691896258
julienne,"julienne salad, meat, cheese, eggs, vegetables, no dressing",0.35355339059327373
frozen peach wedges,"peach, frozen",0.8164965809277259
flour tortilla,"tortilla, flour",0.9999999999999998
Italian sausage,pickled sausage,0.4999999999999999
French or artisan type baguette,"chicken or turkey vegetable soup, stew type",0.33806170189140655
Thai bird,bird's nest soup,0.35355339059327373
butterscotch ice cream sauce,ice cream cake,0.5773502691896258
truffle pecorino cheese,"cheese, processed cheese food",0.47140452079103173
Courtland apples,"apples, baby food, toddler",0.35355339059327373
loaf crispy French bread,"bread, potato",0.35355339059327373
flat sandwich bun,"tuna salad sandwich, on bun",0.5163977794943222
herbes de Provence,"salsa, pico de gallo",0.2886751345948129
chicken bouillon base,"chicken, chicken roll, roasted",0.47140452079103173
orange jelly beans,"jelly sandwich, regular jelly, nfs",0.4364357804719848
red-pepper hummus,"pepper, sweet, red, raw",0.5773502691896258
bacon fat,bacon bits,0.4999999999999999
pinto beans in chili sauce,tomato chili sauce,0.5163977794943222
from about 5 eggs,"lentils, from canned",0.2886751345948129
julienned cucumber,"cucumber, raw",0.4999999999999999
marshmallows,"fruit salad, including citrus fruits, with marshmallows",0.3779644730092272
tomato basil wraps,tomato aspic,0.40824829046386296
mixed nuts,"mixed nuts, unroasted",0.8164965809277259
vine ripened tomatoes,"tomatoes, scalloped",0.40824829046386296
fried garlic chips,multigrain chips (sun chips),0.47140452079103173
mascarpone cheese,"cheese, processed cheese food",0.5773502691896258
chile peppers,"peppers, pickled",0.4999999999999999
Crock pot,vegetarian pot pie,0.40824829046386296
Grape tomatoes,"tomatoes, scalloped",0.4999999999999999
porterhouse pork chops,pork sausage,0.40824829046386296
Butter and jam,"ham and cheese sandwich, with lettuce and spread",0.3651483716701107
jumbo shrimp in the shell,"shrimp in garlic sauce, puerto rican style",0.33806170189140655
medium shallot,"pizza, cheese, with fruit, medium crust",0.2886751345948129
American cheese loaf,"cheese, processed cheese food",0.47140452079103173
chile pepper,pepper steak,0.4999999999999999
cooking dates,"coconut milk, used in cooking",0.31622776601683794
Savory shortbread crackers,"crackers, multigrain",0.40824829046386296
stone-ground grits,"chicken, ground",0.40824829046386296
pepper jam,pepper steak,0.4999999999999999
almond extract,almond butter,0.4999999999999999
turkey kielbasa,"turkey, ground",0.4999999999999999
banana chips,banana chips,0.9999999999999998
wasabi tobiko,wasabi paste,0.4999999999999999
chicken stock-in-a-box,"pig in a blanket, frankfurter or hot dog wrapped in dough",0.3721042037676254
pomegranate,"pomegranate, raw",0.7071067811865475
red leaf lettuce,"lettuce, cooked",0.40824829046386296
rock lobster meat,"lobster, canned",0.40824829046386296
cinnamon-swirl French toast,cereal (general mills cinnamon toast crunch),0.4082482904638631
hamburger relish,hamburger (mcdonalds),0.4999999999999999
cayenne hot pepper sauce,hot pepper sauce,0.8660254037844387
tubetti pasta,flavored pasta,0.4999999999999999
mesclun greens,"mustard greens, raw",0.40824829046386296
lemon zest,"lemon, raw",0.4999999999999999
aged manchego,"queso anejo, aged mexican cheese",0.31622776601683794
loin-back ribs,"chicken, back",0.40824829046386296
gold,energy drink (xs gold plus),0.4472135954999579
onion powder,"bread, onion",0.4999999999999999
Alaskan cod,cape cod,0.4999999999999999
leaf,"tea, hot, leaf, oolong",0.5
harissa sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
regular pizza dough,"applesauce, regular",0.40824829046386296
Nut bread,"bread, potato",0.4999999999999999
beef consomme,"beef, broth, bouillon, or consomme",0.6324555320336759
havarti cheese,"cheese, processed cheese food",0.5773502691896258
roasted garlic seasoning,garlic sauce,0.40824829046386296
baby crabs,baby ruth,0.4999999999999999
cookie or biscuit cutters,"cookie, chocolate or fudge",0.5
chicken giblets,"chicken, chicken roll, roasted",0.5773502691896258
pequin chiles,"chiles rellenos, cheese-filled",0.35355339059327373
vegetable cooking,vegetable smoothie,0.4999999999999999
from Spicy Fajita Soup,"lentils, from canned",0.2886751345948129
quince jelly,"jelly sandwich, regular jelly, nfs",0.5345224838248487
chunky salsa,"salsa verde or salsa, green",0.5345224838248487
turkey sausages,"turkey, ground",0.4999999999999999
pea shoots,pea salad,0.4999999999999999
Brie cheese,"cheese, processed cheese food",0.5773502691896258
San Marzano whole plum tomatoes,"tomatoes, scalloped",0.31622776601683794
passion fruit rum,passion fruit nectar,0.6666666666666667
all beef hot dogs,"frankfurter or hot dog, beef",0.4472135954999579
hot and spicy Szechwan seasoning mix,hot and sour soup,0.4082482904638631
soy cheese,"cheese, processed cheese food",0.5773502691896258
roma tomato,tomato aspic,0.4999999999999999
trout fillet,"vegetarian, fillet",0.4999999999999999
